0,407,430,5046.57
0,403,430,4615
0,402,430,2954.86
0,403,430,2962.36
0,405,430,3012.37
0,406,430,2921.58
0,404,430,3028.76
0,399,430,3096.12
0,402,430,3018.08
0,404,430,2952.42
0,403,430,2998.24
0,401,430,3013.33
0,402,430,2997.45
0,400,430,3050.4
0,402,430,3094.37
0,399,430,2976.22
0,401,430,3034.17
0,401,430,3012.7
0,402,430,3073.86
0,402,430,3036.86
0,90,91,608.562
0,90,91,618.419
0,90,91,619.322
1,91,91,451.794
1,91,91,189.3
0,90,91,616.231
0,90,91,606.131
1,91,91,512.471
0,90,91,609.684
1,91,91,592.678
0,90,91,635.842
1,91,91,594.246
0,90,91,615.889
0,89,91,611.871
0,90,91,609.565
0,90,91,611.65
0,90,91,620.152
0,90,91,618.965
0,90,91,600.275
1,91,91,452.368
0,792,860,7486.31
0,788,860,7576.02
0,789,860,7481.15
0,790,860,7551.24
0,789,860,7496.64
0,787,860,7542.16
0,788,860,7619.08
0,788,860,7476.08
0,790,860,7634.23
0,790,860,7570.3
0,793,860,7526.22
0,791,860,7568.84
0,788,860,7611.83
0,789,860,7535.03
0,793,860,7568.98
0,788,860,7504
0,792,860,7602.08
0,793,860,7494.78
0,789,860,7446.32
0,795,860,7432.13
0,210,218,1422.44
0,211,218,1452.3
0,210,218,1440.4
0,209,218,1484.93
0,209,218,1453.8
0,210,218,1467.06
0,208,218,1434.31
0,208,218,1457.31
0,210,218,1435.69
0,209,218,1454.54
0,210,218,1471.41
0,207,218,1480.84
0,209,218,1469.24
0,210,218,1613.69
0,206,218,1569.23
0,209,218,1467.21
0,210,218,1503.17
0,207,218,1536.79
0,209,218,1497.1
0,210,218,1482.56
