0,402,430,1535.31
0,403,430,1541.99
0,406,430,1599.78
0,403,430,1547.48
0,401,430,1544.28
0,407,430,1467.38
0,411,430,1521.24
0,405,430,1518.72
0,403,430,1503.04
0,404,430,1514.47
0,402,430,1563.39
0,401,430,1482.63
0,401,430,1523.56
0,406,430,1474.62
0,404,430,1518
0,403,430,1512.3
0,403,430,1507.79
0,404,430,1533.9
0,401,430,1538.97
0,400,430,1557.48
1,91,91,282.511
1,91,91,286.417
1,91,91,230.249
1,91,91,190.552
0,90,91,359.49
1,91,91,314.709
0,90,91,348.34
0,90,91,352.149
0,90,91,353.03
1,91,91,314.308
0,90,91,363.607
1,91,91,90.436
1,91,91,367.909
1,91,91,161.559
0,90,91,378.27
0,90,91,378.897
0,90,91,350.596
1,91,91,207.942
1,91,91,280.585
1,91,91,291.722
0,795,860,3546.24
0,788,860,3653.03
0,790,860,3587.59
0,794,860,3573.33
0,791,860,3502.74
0,791,860,3616.37
0,793,860,3552.47
0,790,860,3632.7
0,801,860,3469.81
0,794,860,3513.28
0,788,860,3578.78
0,790,860,3529.43
0,791,860,3574.48
0,786,860,3581.57
0,790,860,3580.58
0,790,860,3547.26
0,796,860,3601.47
0,791,860,3530.36
0,796,860,3545.27
0,793,860,3674.96
0,210,218,775.477
0,213,218,761.933
0,211,218,762.503
0,209,218,780.912
0,213,218,771.317
0,209,218,781.746
0,212,218,778.563
0,211,218,778.614
0,211,218,754.717
0,210,218,760.08
0,213,218,772.132
0,209,218,777.169
0,210,218,755.888
0,210,218,777.048
0,211,218,782.082
0,210,218,781.273
0,210,218,776.542
0,213,218,788.976
0,210,218,768.251
0,212,218,783.94
